"name: Tumbarumba Medical Practice
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: English; Sinhalese; Tagalog (Filipino)
main_category: General Practitioner
suburb: Shepparton
state: VIC
city: Shepparton"
"name: Bardon Rainworth Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express
facilities: Onsite Pathology; Pharmacy Nearby; Radiology Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Afrikaans; Mandarin
main_category: General Practitioner
suburb: Bardon
state: QLD
city: Brisbane"
"name: Hawker Medical Practice
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Allied Health Nearby; Pharmacy Nearby; Pathology Nearby
accreditations: Quality Practice Accreditation
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
languages_spoken: Bangla
main_category: General Practitioner
suburb: Hawker
state: ACT
city: Canberra"
"name: Elixir Hunter Skin Cancer Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard; Afterpay
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: mixed_billing
languages_spoken: English; Hindi
main_category: General Practitioner
suburb: Maitland
state: NSW
city: Maitland"
"name: Lyphe Clinic
payment-methods: EFTPOS; Visa; Mastercard; American Express
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: full
languages_spoken: English; Afrikaans
main_category: General Practitioner"
"name: Broadway General Practice
payment-methods: EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Pharmacy; Onsite Allied Health; Radiology Nearby
accreditations: Australian Council on Healthcare Standards
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Arabic; Burmese; Cantonese; Hindi; Japanese; Malayalam; Tamil
main_category: General Practitioner
suburb: Broadway
state: NSW
city: Sydney"
"name: Lidcombe Family Medical Centre
payment-methods: Cash; EFTPOS; HICAPS
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: Bengali; English; Hindi; Urdu
main_category: General Practitioner
suburb: Lidcombe
state: NSW
city: Sydney"
"name: Park Orchards Family Practice
payment-methods: Cash; EFTPOS; Visa; Mastercard; Cheque
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English
main_category: General Practitioner
suburb: Park Orchards
state: VIC
city: Melbourne"
"name: Medical Super Clinic
payment-methods: EFTPOS; Visa; Mastercard
facilities: Pharmacy Nearby; Radiology Nearby; Allied Health Nearby; Onsite Pathology
accreditations: Quality Practice Accreditation
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: English; Afrikaans
main_category: General Practitioner
suburb: Benowa
state: QLD
city: Gold Coast"
"name: Sunshine City Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Radiology; Onsite Pharmacy; Allied Health Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: English; Farsi; Persian
main_category: General Practitioner
suburb: Sunshine North
state: VIC
city: Melbourne"
"name: Noosa Health Centres - Mt Coolum Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express; HICAPS
facilities: Onsite Allied Health; Onsite Pathology; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
main_category: General Practitioner
suburb: Mount Coolum
state: QLD
city: Sunshine Coast"
"name: Skin2 – Dapto
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
languages_spoken: English; Hindi; Pashto; Punjabi; Urdu
main_category: General Practitioner
suburb: Dapto
state: NSW"
"name: Jimboomba Medical Centre
payment-methods: EFTPOS; Cash
facilities: Onsite Pathology
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Cantonese; Mandarin; Hindi; Malay; Malaysian; Southern Min (inc. Hokkien and Teochew); Spanish
main_category: General Practitioner
suburb: Jimboomba
state: QLD
city: Gold Coast"
"name: Providence Medical Thornton
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express; Cheque
facilities: Onsite Pathology; Onsite Allied Health; Onsite Pharmacy; Onsite Radiology
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Vietnamese
main_category: General Practitioner
suburb: Thornton
state: NSW
city: Maitland"
"name: Shepparton Marketplace Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Allied Health Nearby; Radiology Nearby; Onsite Pharmacy; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: bulk_billing
telehealth: some
languages_spoken: English
main_category: General Practitioner
suburb: Shepparton
state: VIC
city: Shepparton"
"name: O'Connell St Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Pharmacy Nearby; Radiology Nearby; Onsite Allied Health
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: Cantonese; Mandarin
main_category: General Practitioner
suburb: Sydney
state: NSW
city: Sydney"
"name: Paragon Medical plus Dental Centre
payment-methods: EFTPOS; Visa; Mastercard; Cash
facilities: Onsite Pathology; Onsite Allied Health; Onsite Pharmacy
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Hindi; Persian; Punjabi; Urdu; Dari; Arabic; Tamil
main_category: General Practitioner
suburb: Modbury
state: SA
city: Adelaide"
"name: Arafura Medical Clinics - Zuccoli
facilities: Onsite Pathology
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
languages_spoken: English
main_category: General Practitioner
suburb: Zuccoli
state: NT
city: Darwin"
"name: Amtan Medical Centre | Oxenford Village
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: No
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Oxenford
state: QLD
city: Gold Coast"
"name: Rainbow Beach General Practice
payment-methods: EFTPOS; Cash; Visa; Mastercard
facilities: Pharmacy Nearby
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
languages_spoken: English
main_category: General Practitioner
suburb: Rainbow Beach
state: QLD"
"name: Salamander Bay Doctors
payment-methods: EFTPOS; Cash; Visa; Mastercard; HICAPS
facilities: Onsite Pathology; Onsite Allied Health; Radiology Nearby; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
languages_spoken: English; Arabic
main_category: General Practitioner
suburb: Salamander Bay
state: NSW"
"name: Altona Meadows Family Medical Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
telehealth: some
languages_spoken: Mandarin; Cantonese; Hindi; Nepali
main_category: General Practitioner
suburb: Altona Meadows
state: VIC
city: Melbourne"
"name: Sippy Downs Family Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Radiology Nearby; Onsite Allied Health; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: mixed_billing
languages_spoken: English; Hindi; Persian; Punjabi; Saraiki; Sinhalese; Tamil; Ukrainian; Urdu
main_category: General Practitioner
suburb: Sippy Downs
state: QLD
city: Sunshine Coast"
"name: Guardian Medical - Showgrounds Village 
facilities: Onsite Pathology; Onsite Allied Health; Onsite Pharmacy; Radiology Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: Farsi; Malay; Persian
main_category: General Practitioner
suburb: Flemington
state: VIC
city: Melbourne"
"name: Grange Road Medical
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Eastern Heights
state: QLD"
"name: Thomas Family Medical Practice
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Castle Hill
state: NSW
city: Sydney"
"name: Newport Family Doctors​
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Onsite Pharmacy
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
languages_spoken: English
main_category: General Practitioner
suburb: Newport
state: QLD
city: Brisbane"
"name: Sydney Doctors
payment-methods: EFTPOS; Cash; Visa; Mastercard; American Express
facilities: Onsite Pathology; Onsite Allied Health
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Mandarin; Tamil; Vietnamese
main_category: General Practitioner
suburb: Sydney
state: NSW
city: Sydney"
"name: Brickworks Medical Centre 
payment-methods: EFTPOS
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: mixed_billing
languages_spoken: English
main_category: General Practitioner
suburb: Torrensville
state: SA
city: Adelaide"
"name: Bowen Hills Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby; Radiology Nearby
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: Cantonese; Persian
main_category: General Practitioner
suburb: Bowen Hills
state: QLD
city: Brisbane"
"name: Oxford St Medical Centre Bulimba
payment-methods: EFTPOS; Visa; Mastercard
facilities: Onsite Allied Health; Radiology Nearby; Allied Health Nearby; Onsite Pathology; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Spanish
main_category: General Practitioner
suburb: Bulimba
state: QLD
city: Brisbane"
"name: Sydney GP Group Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Pharmacy Nearby; Allied Health Nearby; Radiology Nearby; Onsite Allied Health
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Fijian; Hindi
main_category: General Practitioner
suburb: Penrith
state: NSW
city: Sydney"
"name: WeCare Health
payment-methods: EFTPOS; Cash
facilities: Onsite Pathology; Onsite Allied Health; Radiology Nearby; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Kannada; Mandarin; Nepali
main_category: General Practitioner
suburb: Bathurst
state: NSW
city: Bathurst"
"name: Ochre Medical Centre Tea Gardens
payment-methods: Cash; EFTPOS; Visa; Mastercard; Cheque
facilities: Onsite Pathology; Onsite Allied Health; Onsite Radiology
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: private_billing
telehealth: some
languages_spoken: English; Sindhi; Urdu
main_category: General Practitioner
suburb: Tea Gardens
state: NSW"
"name: Musgrave Street Medical Practice
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Pharmacy Nearby; Radiology Nearby; Allied Health Nearby; Onsite Pathology
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: private_billing
languages_spoken: English
main_category: General Practitioner
suburb: Coolangatta
state: QLD
city: Gold Coast"
"name: Conder Surgery
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express
facilities: Onsite Allied Health; Pharmacy Nearby; Onsite Pathology
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Hindi; Russian; Bengali; French; Hebrew; Ukrainian; Urdu
main_category: General Practitioner
suburb: Conder
state: ACT"
"name: Elizabeth Street Family Care
open_saturday: Yes
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: No
telehealth: some
main_category: General Practitioner
suburb: Richmond
state: VIC
city: Melbourne"
"name: Warner Lakes Family Practice
payment-methods: Visa; Mastercard
facilities: Onsite Pharmacy; Onsite Pathology; Onsite Allied Health
accreditations: Quality Practice Accreditation
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Warner
state: QLD
city: Brisbane"
"name: Central Coast Community Women's Health Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Pharmacy Nearby; Radiology Nearby; Pathology Nearby
accreditations: Quality Practice Accreditation
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
languages_spoken: English; German
main_category: General Practitioner
suburb: Wyoming
state: NSW
city: Central Coast"
"name: Darlinghurst Medical Centre
payment-methods: Visa; Mastercard
facilities: Onsite Pathology; Onsite Pharmacy; Onsite Radiology; Onsite Allied Health
accreditations: Quality Practice Accreditation
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: English; Bengali; Hindi; Greek; Urdu; Vietnamese
main_category: General Practitioner
suburb: Darlinghurst
state: NSW
city: Sydney"
"name: Choice Of Living Health Centre
payment-methods: EFTPOS; Cash
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: Cantonese; English; Mandarin
main_category: General Practitioner
suburb: Greenacres
state: SA
city: Adelaide"
"name: Nunawading Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard; Cheque
facilities: Onsite Pathology; Allied Health Nearby; Radiology Nearby; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: No
accepts_dva_card: No
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Mandarin; Cantonese; Hokkien; Korean
main_category: General Practitioner
suburb: Nunawading
state: VIC
city: Melbourne"
"name: Wyndham Health Care
payment-methods: Cash; EFTPOS; Visa; Mastercard; HICAPS
facilities: Onsite Pharmacy; Allied Health Nearby; Pathology Nearby; Radiology Nearby; Onsite Pathology; Onsite Allied Health; Onsite Radiology; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: bulk_billing
telehealth: some
languages_spoken: English; Vietnamese; Bengali; Thai
main_category: General Practitioner
suburb: Werribee
state: VIC
city: Melbourne"
"name: NAS Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard; HICAPS
facilities: Onsite Pathology; Onsite Allied Health
accreditations: Australian General Practice Accreditation Limited
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Lakemba
state: NSW
city: Sydney"
"name: Glengarry Medical Group
payment-methods: EFTPOS; Visa; Mastercard
facilities: Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; German
main_category: General Practitioner
suburb: Duncraig
state: WA
city: Perth"
"name: Somerset Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard; Cheque
facilities: Onsite Pharmacy; Onsite Allied Health; Onsite Pathology
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
main_category: General Practitioner
suburb: Somerset
state: TAS"
"name: Bronte Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express; Cheque
facilities: Onsite Pathology; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: private_billing
telehealth: some
languages_spoken: English
main_category: General Practitioner
suburb: Bronte
state: NSW
city: Sydney"
"name: Blackburn South Medical Centre
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
telehealth: some
languages_spoken: English; Mandarin
main_category: General Practitioner
suburb: Blackburn South
state: VIC
city: Melbourne"
"name: Olsen Avenue Medical Centre
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Onsite Pharmacy; Radiology Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: mixed_billing
telehealth: some
languages_spoken: Arabic; English; Hindi; Punjabi; Urdu
main_category: General Practitioner
suburb: Labrador
state: QLD
city: Gold Coast"
"name: Cohealth - Fitzroy
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby
accreditations: Quality Practice Accreditation
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
languages_spoken: English; Polish
main_category: General Practitioner
suburb: Fitzroy
state: VIC
city: Melbourne"
"name: Peak Medical GPC
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Onsite Allied Health; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_sunday: Yes
wheelchair_access: No
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: Tagalog (Filipino); English
main_category: General Practitioner
suburb: Hoppers Crossing
state: VIC
city: Melbourne"
"name: Kingston Foreshore Medical Centre 
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express
facilities: Onsite Allied Health; Pharmacy Nearby; Radiology Nearby; Pathology Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
main_category: General Practitioner
suburb: Kingston
state: ACT
city: Canberra"
"name: Blackwood Family Medical Centre
payment-methods: EFTPOS; Visa; Mastercard
facilities: Onsite Pathology; Radiology Nearby; Pharmacy Nearby; Allied Health Nearby
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
languages_spoken: English; Farsi; Polish; Russian
main_category: General Practitioner
suburb: Blackwood
state: SA
city: Adelaide"
"name: Junction Street Family Practice
payment-methods: Cash; EFTPOS
facilities: Onsite Pathology; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Sinhalese
main_category: General Practitioner
suburb: Nowra
state: NSW
city: Nowra"
"name: Indooroopilly Family Practice
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Pathology Nearby; Radiology Nearby; Pharmacy Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: English; Vietnamese
main_category: General Practitioner
suburb: Indooroopilly
state: QLD
city: Brisbane"
"name: ProMed Family Clinic, Prospect
payment-methods: Cash; EFTPOS; Visa; Mastercard; American Express
facilities: Onsite Pathology; Onsite Allied Health; Radiology Nearby; Pharmacy Nearby
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Hindi; Persian; Urdu; Dari; Farsi; Gujarati
main_category: General Practitioner
suburb: Prospect
state: SA
city: Adelaide"
"name: FMP Wollongong
payment-methods: Cash; EFTPOS; Visa; Mastercard
facilities: Radiology Nearby; Pharmacy Nearby; Pathology Nearby; Onsite Allied Health
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; German; Malay
main_category: General Practitioner
suburb: Wollongong
state: NSW
city: Wollongong"
"name: Prime Health Family Medical Centre 
payment-methods: EFTPOS
facilities: Onsite Pathology; Pharmacy Nearby; Radiology Nearby
accreditations: Quality Practice Accreditation
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: Punjabi
main_category: General Practitioner
suburb: Palm Beach
state: QLD
city: Gold Coast"
"name: Moonee Ponds Medical Centre
accreditations: Quality Practice Accreditation
open_saturday: Yes
open_sunday: Yes
after_hours: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Arabic; Cantonese; French; Hindi; Mandarin; Punjabi; Telugu; Urdu
main_category: General Practitioner
suburb: Moonee Ponds
state: VIC
city: Melbourne"
"name: Denmark Medical Centre
payment-methods: EFTPOS; Cash; Visa; Mastercard
facilities: Onsite Pathology; Pharmacy Nearby
accreditations: Quality Practice Accreditation
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: private_billing
telehealth: some
languages_spoken: Afrikaans; English
main_category: General Practitioner
suburb: Denmark
state: WA"
"name: PGK Medical
payment-methods: Cash; EFTPOS
facilities: Onsite Pathology; Onsite Allied Health; Allied Health Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
wheelchair_access: Yes
accepts_dva_card: Yes
accepts_healthcare_card: Yes
billing: mixed_billing
telehealth: some
languages_spoken: English; Polish
main_category: General Practitioner
suburb: Colebee
state: NSW"
"name: Banyule Respiratory Clinic
facilities: Onsite Pathology; Pharmacy Nearby; Radiology Nearby; Allied Health Nearby
accreditations: Australian General Practice Accreditation Limited
open_saturday: Yes
open_sunday: Yes
wheelchair_access: Yes
accepts_dva_card: No
accepts_healthcare_card: No
billing: bulk_billing
main_category: General Practitioner
suburb: Heidelberg
state: VIC
city: Melbourne"
"name: The Family  & The Diabetic GP Clinic
payment-methods: Cash; EFTPOS; Visa; Mastercard; Cheque
